GeneID	mG11-3-1	mG11-3-2	mG11-3-3	mG12-4-1	mG12-4-2	mG12-4-3	mG6-15-1	mG6-15-2	mG6-15-3	mG7-23-1	mG7-23-2	mG7-23-3	mG9-10-1	mG9-10-2	mG9-10-3	mG9-29-1	mG9-29-2	mG9-29-3
O53_3074_dfrA	5	5	4	1	6	8	0	0	3	4	5	6	15	9	10	8	6	0
O53_3683	8	6	9	7	2	1	2	2	2	7	6	8	10	8	8	10	9	2
O53_3898_pgk	43	44	43	34	22	19	20	15	12	33	79	37	53	44	46	47	36	18
O53_395	37	39	39	28	25	22	22	15	12	30	25	30	37	37	35	40	28	21
O53_351	3	2	2	4	3	1	0	0	0	3	4	3	9	3	5	7	3	0
O53_5043	16	23	24	23	16	16	14	12	2	19	19	22	22	22	21	19	21	15
O53_3160_ppsA	46	56	61	55	40	43	39	30	22	55	59	50	65	55	54	57	56	41
O53_329	5	0	0	0	0	0	0	0	0	0	0	1	5	2	2	6	2	0
O53_3659	25	24	25	33	3	3	2	2	1	25	26	30	36	32	31	15	27	2
O53_5096	0	0	0	1	1	1	0	1	1	0	0	0	2	2	1	4	1	1
O53_2181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3447	23	16	14	11	12	8	13	9	16	16	14	16	21	15	13	17	17	9
O53_1197	35	31	31	33	19	12	5	6	2	34	24	21	38	35	34	40	38	6
O53_3978	91	88	75	89	87	76	81	73	39	92	83	95	110	104	101	107	93	73
O53_3942_cax2	62	57	59	70	57	44	53	40	24	69	70	60	73	72	80	84	89	51
O53_2384_cysK	43	28	30	45	29	28	31	28	18	33	31	40	42	39	41	35	31	29
O53_4817	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0
O53_2617	111	113	116	78	45	31	33	28	19	75	65	82	129	116	94	127	89	31
O53_142_mprA-1	0	0	0	0	0	0	0	0	0	0	0	0	15	10	5	6	0	0
O53_4469	9	8	3	2	1	1	1	1	2	6	6	4	13	8	12	10	4	1
O53_1323	0	1	1	0	1	0	1	0	2	1	1	1	1	1	1	1	0	1
O53_144_rplO	9	14	15	17	7	4	10	5	3	13	13	14	19	15	16	20	12	5
O53_578	0	0	12	0	8	0	11	0	0	19	6	5	15	16	6	12	11	13
O53_2575	30	33	38	32	17	14	13	12	7	39	45	40	43	43	42	42	42	11
O53_1476	18	19	17	13	6	1	4	1	1	18	20	19	29	19	28	24	22	2
O53_4408_secD	52	54	55	57	46	45	42	40	38	49	47	53	62	56	54	50	64	42
O53_2909	2	2	2	2	0	0	0	0	0	1	1	1	2	1	1	3	1	0
O53_2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4435	51	52	47	50	36	31	35	34	28	43	42	51	59	50	56	54	50	32
O53_559	11	11	14	14	9	10	5	6	10	8	9	13	20	13	12	17	15	7
O53_22_leuS	54	65	67	70	53	48	47	45	38	55	71	51	66	58	61	58	63	49
O53_4111	0	0	0	0	0	0	1	0	0	1	0	0	31	0	0	25	0	1
O53_94	4	0	2	0	2	2	2	0	0	2	1	2	4	3	3	0	0	1
O53_2581	11	9	10	4	7	7	6	0	0	14	12	10	11	11	10	13	16	8
O53_4597	5	4	4	1	1	2	2	2	2	3	2	1	4	5	4	6	3	1
O53_3133	42	48	50	46	37	33	39	33	30	48	42	54	60	51	58	57	51	34
O53_741	3	3	3	3	3	1	2	0	2	2	2	5	6	4	5	5	4	1
O53_3754	19	19	12	12	12	14	12	12	10	14	14	15	20	24	22	27	16	11
O53_1877	9	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0
O53_1403	14	15	15	10	15	15	15	15	4	16	16	15	18	15	16	0	15	15
O53_5325	20	21	18	17	5	2	1	0	3	16	12	15	21	22	20	21	27	1
O53_5057_dpm1-2	11	2	4	3	3	3	5	4	6	7	5	8	26	8	7	28	4	4
O53_4347	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	8	5	0
O53_2776	25	25	26	36	13	4	9	5	5	35	30	34	41	37	38	46	38	5
O53_3966_dcm	37	49	49	52	45	44	37	36	33	53	46	55	52	44	53	52	53	41
O53_2933	38	29	21	38	1	1	1	1	1	6	2	14	24	19	18	26	17	1
O53_1416	37	41	37	35	14	10	12	8	1	33	26	29	53	45	46	40	42	11
O53_4042	53	53	53	58	12	1	1	0	0	43	34	49	74	68	68	68	61	0
O53_2651	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0
O53_287_tnp_5	5	6	5	6	4	5	2	2	3	3	2	2	6	5	7	12	6	2
O53_1351	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_158	7	2	2	2	0	0	0	0	0	0	1	0	2	1	4	1	0	0
O53_3582_ompR	4	3	4	5	1	0	0	0	0	4	3	5	9	5	6	8	6	0
O53_3167	9	9	8	8	7	8	8	6	6	7	7	6	13	10	9	12	9	8
O53_2751	2	0	0	1	0	0	0	0	0	2	1	2	2	2	2	1	1	0
O53_1594	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
O53_309	113	124	122	115	44	24	40	21	16	110	99	121	165	122	146	133	153	25
O53_3931	53	42	47	44	49	49	48	44	41	44	56	48	51	52	47	33	60	47
O53_5258_cysC	15	13	15	15	7	6	7	6	4	10	9	11	19	14	14	16	12	6
O53_5062	38	33	29	33	21	15	29	26	31	32	32	30	48	44	37	50	32	22
O53_2354	9	8	7	1	1	1	1	1	0	0	0	0	11	2	2	5	6	1
O53_5120_menE	67	68	74	71	64	65	62	54	52	69	66	69	72	71	72	76	72	60
O53_4923_lnt	32	40	40	45	21	18	18	16	11	44	45	51	58	50	55	56	49	17
O53_2870	6	6	2	6	7	8	2	2	2	6	7	7	9	10	7	10	7	2
O53_1499	7	1	0	6	0	0	1	0	0	1	1	1	9	6	7	10	3	0
O53_579	8	0	3	5	0	0	0	0	0	3	3	1	12	5	6	15	4	0
O53_1833	2	2	2	5	1	0	2	0	0	4	2	4	7	3	5	4	7	0
O53_3530	9	4	3	2	1	1	0	0	0	3	0	4	5	8	3	3	2	0
O53_3343	0	6	11	0	8	12	22	14	2	23	25	23	22	22	23	23	23	11
O53_1166_leu1	51	55	52	64	31	19	29	20	19	52	60	60	65	61	60	73	56	22
O53_3870_tmt1	33	37	28	37	11	7	12	6	2	30	33	30	40	44	43	45	36	7
O53_3462	11	16	15	15	13	16	10	10	9	14	14	12	15	17	17	18	16	11
O53_1174_nblB	32	32	33	24	23	10	19	9	9	31	30	28	36	30	37	33	30	15
O53_81	76	85	83	66	39	24	28	24	24	71	70	72	87	82	88	94	82	26
O53_4929	23	13	11	18	6	5	5	3	3	20	11	21	37	36	37	54	32	5
O53_4154	4	3	3	2	0	0	0	0	0	4	2	2	7	5	4	5	2	0
O53_3488	10	10	9	4	1	1	0	0	0	1	1	1	10	10	6	15	10	1
O53_5112_rlpA	23	19	20	24	6	3	7	3	3	26	29	30	38	28	33	33	32	4
O53_4269_hisF	23	24	23	27	10	4	7	0	6	24	22	26	33	28	30	27	26	4
O53_3134_pgm	32	39	41	42	27	21	22	19	12	41	32	40	62	50	47	56	50	21
O53_3996	13	13	11	8	5	0	2	0	1	12	13	12	27	15	16	13	17	2
O53_4134	1	1	1	1	1	1	1	1	1	1	1	1	4	2	5	7	1	1
O53_1523	72	77	75	81	57	52	38	29	29	67	89	71	102	81	87	92	91	43
O53_760	10	7	5	4	4	5	0	2	0	2	2	3	9	6	6	11	6	3
O53_1081	0	1	1	12	2	2	2	2	0	2	2	2	1	3	3	4	3	2
O53_227	52	31	31	29	15	3	2	2	1	26	20	23	48	33	39	49	35	3
O53_457	0	0	0	0	0	1	0	1	1	0	0	1	40	1	16	35	0	0
O53_5158_rfbA	22	25	29	33	16	14	11	13	11	29	23	27	38	32	35	34	33	14
O53_5312	25	30	31	29	21	13	20	13	13	27	25	26	34	27	31	24	28	18
O53_4115	7	7	8	4	4	4	4	4	4	4	4	4	7	8	4	6	4	4
O53_2118	0	0	1	2	2	2	4	3	0	5	4	3	2	2	3	1	1	3
O53_1634	18	27	26	29	18	20	15	14	15	23	20	24	26	27	24	32	31	17
O53_4688_prfB	26	27	25	22	10	6	7	4	2	25	37	25	31	24	30	30	27	6
O53_5344	6	5	6	10	1	0	1	0	0	6	5	6	8	7	9	10	6	1
O53_820	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
O53_2297	6	6	5	3	5	0	4	0	0	5	5	5	5	5	6	5	5	4
O53_783_insI-1	24	22	0	3	0	3	0	0	0	16	12	19	20	20	22	20	20	0
O53_4900_dapB	35	35	37	27	12	6	12	9	7	33	36	27	35	34	35	34	41	8
O53_4161	6	1	0	0	0	0	0	0	0	11	16	8	17	11	19	17	16	0
O53_1730	39	40	38	61	26	19	28	19	14	59	57	67	68	64	68	66	63	19
O53_3422	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
O53_3366_tRNA-Ser	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
O53_1595	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0
O53_2488	10	11	9	9	2	1	2	1	0	9	10	11	14	10	10	11	11	1
O53_884	14	10	13	8	4	5	4	3	1	9	9	11	14	13	12	17	14	3
O53_989	6	6	5	3	2	2	3	3	4	4	2	2	7	4	6	9	5	3
O53_99_mcaD	56	14	15	39	60	50	64	52	0	75	83	17	81	60	60	0	8	47
O53_2528	2	2	2	2	3	2	5	3	2	5	3	6	4	3	3	3	3	3
O53_5242	36	33	13	17	22	21	22	16	26	42	33	46	54	54	49	36	44	48
O53_1658	14	7	8	12	5	11	3	0	5	7	5	7	21	14	14	26	14	4
O53_1229_speA	48	46	53	47	29	29	28	26	17	49	50	51	64	56	59	56	49	27
O53_1795	3	4	3	3	2	3	1	2	2	2	2	3	4	3	5	5	3	2
O53_4236	6	7	4	5	2	2	4	3	2	3	5	7	15	4	6	14	4	3
O53_3339	4	3	3	0	0	0	0	0	0	1	0	0	4	4	3	4	3	0
O53_2823_purK	26	35	29	34	28	25	21	9	14	35	34	42	52	40	44	46	42	20
O53_2157	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
O53_4368	166	128	110	80	65	42	35	26	12	62	60	82	149	108	115	117	148	29
O53_4480_tgt	27	26	27	23	10	8	16	9	11	27	27	29	41	29	37	33	30	9
O53_984	17	21	12	2	53	13	62	0	0	71	64	91	58	45	100	9	33	0
O53_3792	54	38	35	33	27	24	19	18	9	33	28	30	44	43	36	47	39	23
O53_4253	63	75	67	66	55	51	59	48	37	69	65	71	86	73	80	79	76	53
O53_4764	7	4	7	0	12	7	9	9	0	12	13	15	53	17	44	50	50	7
O53_864_cusR	10	12	10	16	14	14	12	11	6	13	12	13	11	10	10	16	12	13
O53_5269	29	31	32	22	16	6	11	6	13	22	23	22	30	27	25	28	25	7
O53_2874	2	2	2	1	1	2	1	1	0	1	2	1	1	1	2	0	3	1
O53_4188_hrcA	27	30	32	32	12	6	7	6	7	27	25	27	34	27	33	35	32	7
O53_1291_merA-1	65	78	79	74	59	62	55	50	36	75	91	82	101	89	96	88	93	53
O53_633_bphC	6	7	6	7	13	7	13	8	0	15	11	14	10	10	12	9	6	9
O53_681	0	0	0	2	0	0	0	0	0	0	0	2	0	0	10	17	0	0
O53_3101	13	17	16	12	15	10	8	6	5	9	9	10	12	12	11	12	12	9
O53_2759	9	9	10	6	2	0	1	0	0	13	13	14	17	12	17	15	11	0
O53_3229	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
O53_230_urtB	45	53	48	32	24	28	18	20	20	27	28	30	41	41	31	40	35	24
O53_321	3	2	2	0	0	0	0	0	0	0	0	0	3	3	0	2	0	0
O53_5382_rsu2	13	16	17	16	15	13	17	16	10	15	14	15	16	17	15	13	15	16
O53_4617_gatC	21	20	21	13	4	4	5	3	2	20	16	19	24	23	24	22	23	4
O53_5004_insB	0	0	0	0	1	1	3	0	0	3	4	9	2	1	6	0	0	1
O53_5121_murE	64	69	62	60	24	16	26	19	9	57	77	59	90	78	76	78	74	21
O53_1120	8	9	7	4	3	2	1	1	5	3	3	5	10	4	5	7	4	2
O53_5272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
O53_1654_mrcB	56	49	57	45	39	20	39	18	9	54	55	59	60	63	62	43	50	20
O53_2785	10	13	13	10	7	7	7	6	7	10	7	15	15	15	13	18	13	8
O53_757	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0
O53_1549	35	38	40	41	20	18	21	16	19	40	35	42	44	44	45	35	39	19
O53_4820	2	4	5	5	8	5	6	0	0	8	8	9	9	9	7	5	5	4
O53_4325	30	22	24	27	11	16	8	5	8	26	21	25	39	30	29	37	29	10
O53_4889_cysR	36	27	30	25	1	0	3	1	0	30	22	29	41	36	37	36	41	1
O53_64	15	14	12	10	5	0	3	0	0	13	12	10	16	13	14	15	15	0
O53_2047	15	18	15	12	8	8	8	7	3	13	8	15	17	16	16	20	16	9
O53_4946	37	33	32	39	17	15	18	13	21	32	29	35	41	38	39	42	38	18
O53_2801	40	16	17	19	16	13	16	13	9	38	24	46	111	58	78	55	41	12
O53_1200	3	0	1	1	0	2	0	0	0	0	1	2	3	3	3	6	1	0
O53_1983	17	23	20	16	6	3	6	3	3	16	16	17	22	19	19	24	18	3
O53_4025	1	2	1	1	1	1	0	0	0	2	2	1	2	2	2	4	3	1
O53_4427_sigH	19	19	19	17	10	6	14	3	3	18	20	19	28	20	21	25	21	5
O53_4910	14	12	15	11	12	1	10	0	0	15	12	14	28	15	24	15	15	6
O53_666	12	14	14	17	8	6	6	5	5	10	18	14	21	13	18	16	11	6
O53_4822_ruvC	12	12	14	12	9	11	12	11	8	12	11	13	14	12	14	11	14	11
O53_3755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_941	6	2	2	1	2	4	3	3	3	3	3	3	12	8	12	10	2	3
O53_1689_cofH	39	39	37	37	17	15	19	12	12	36	49	35	44	41	40	42	41	15
O53_5054	2	4	4	3	3	3	3	3	2	3	3	4	2	3	4	4	4	3
O53_2612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
O53_1427_pilM	72	62	71	71	14	4	8	2	4	58	67	54	111	84	95	60	84	3
O53_3297	26	25	31	37	29	34	32	26	23	31	29	38	40	38	40	27	25	25
O53_2577_futA-1	38	39	43	40	23	18	20	9	5	48	48	51	52	51	50	42	51	21
O53_539	15	15	12	15	13	16	12	15	0	12	13	13	16	9	12	12	12	15
O53_4988	8	5	4	0	0	0	0	0	0	0	1	4	16	9	6	18	6	0
O53_5323	24	25	25	24	13	3	5	3	3	24	24	23	24	23	24	28	21	4
O53_14	0	0	0	0	0	0	0	0	0	0	0	1	5	2	4	1	1	0
O53_3260	19	5	5	18	8	9	9	4	7	9	6	7	18	11	17	15	21	9
O53_2843	6	8	6	8	5	6	4	4	2	9	8	11	18	10	13	10	11	4
O53_3879	14	9	15	18	9	10	6	6	6	19	16	17	25	20	22	21	19	8
O53_4215	2	2	2	2	1	2	0	0	0	0	3	0	2	2	2	2	2	1
O53_380_recG	47	57	62	67	28	19	33	29	35	68	97	68	84	61	79	64	75	27
O53_3560_nrdF	32	32	65	26	18	4	12	2	1	28	20	25	43	33	39	42	33	7
O53_3011_ispD	28	28	32	28	5	2	8	3	2	26	27	31	37	28	37	30	29	2
O53_1780	5	5	5	0	0	0	0	0	0	2	0	0	5	3	1	5	1	0
O53_1734	10	10	10	1	0	0	0	0	0	4	3	4	12	10	6	14	6	0
O53_987	0	0	0	3	0	1	0	0	0	1	0	1	2	1	2	2	1	0
O53_2560	5	1	3	2	1	0	1	0	0	2	2	3	5	2	2	5	3	0
O53_4671	4	3	4	13	3	1	2	0	0	6	3	7	8	7	9	10	8	1
O53_3430	3	1	1	2	1	1	0	0	0	1	2	1	3	4	2	0	1	0
O53_4155	6	4	2	0	0	0	0	0	0	3	2	5	11	7	6	5	5	3
O53_3908	33	30	40	31	21	17	24	15	11	33	35	34	40	33	40	37	35	19
O53_3800	2	0	1	0	1	0	1	0	0	8	0	3	0	0	4	0	2	0
O53_899	6	5	6	18	9	11	5	5	3	19	10	22	26	25	26	15	21	6
O53_3095	17	19	14	14	8	5	8	6	3	12	10	13	20	17	16	21	16	8
O53_3993	18	18	22	23	17	19	19	19	16	20	19	17	22	19	23	22	29	19
O53_5374	4	5	5	1	1	2	0	1	0	0	1	1	6	2	2	6	7	2
O53_2679	3	3	3	0	0	0	0	0	0	1	0	1	2	3	2	3	3	0
O53_2038_aarF	40	47	44	51	14	11	10	8	7	50	47	52	79	60	65	73	59	10
O53_4805_def	27	29	25	23	18	15	10	3	2	27	26	25	33	32	32	26	31	4
O53_1162	56	62	69	77	40	25	40	22	15	76	66	70	100	75	97	94	80	29
O53_1438	16	17	14	15	12	10	11	10	9	17	15	16	18	16	17	16	17	11
O53_2448_sbcD	27	28	31	29	5	4	11	4	4	29	23	30	40	36	34	40	32	4
O53_2259	19	19	12	7	1	1	1	1	0	10	8	12	17	13	14	22	15	1
O53_3673	48	46	39	36	34	22	29	17	8	42	29	35	61	49	52	53	45	21
O53_2976	9	13	11	21	11	6	9	6	5	12	13	13	22	13	13	21	15	7
O53_3632	4	2	4	6	5	3	3	3	2	3	5	5	5	6	3	3	3	3
O53_4894	22	31	32	38	28	23	25	22	21	40	38	43	48	38	47	40	45	25
O53_1693_hypE	35	40	43	53	30	25	27	25	19	43	42	38	49	44	44	49	43	25
O53_4951	22	17	23	23	17	4	15	3	0	19	3	9	23	15	22	17	16	9
O53_184	28	31	38	31	23	19	17	12	11	30	23	21	32	32	31	28	30	20
O53_4312_ndhJ	12	16	17	11	10	8	8	7	6	13	13	12	14	14	14	16	18	8
O53_3733	6	9	7	9	4	4	2	3	0	8	9	9	10	9	9	8	8	2
O53_4421	5	5	3	2	3	2	3	2	0	3	3	4	9	3	7	6	3	3
O53_2041_helZ	89	92	94	71	42	34	38	25	15	66	59	63	121	98	92	114	85	30
O53_4142	15	16	17	14	13	12	10	11	10	13	15	13	12	17	14	11	13	10
O53_4655	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0
O53_1650_glnB/glnK	14	14	12	15	1	0	2	0	0	13	11	15	17	16	15	14	15	1
O53_3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1425	13	18	12	12	0	1	0	0	0	13	10	4	21	13	13	18	15	0
O53_5298	31	24	20	17	8	4	7	8	6	17	14	17	43	26	32	32	25	7
O53_4896	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0
O53_3037	2	2	1	4	1	3	0	0	0	1	1	1	2	2	2	2	3	0
O53_3921	94	102	91	65	17	12	11	10	7	74	69	77	102	81	97	92	87	10
O53_2424	5	4	4	5	2	3	3	1	5	4	3	3	4	4	3	4	5	3
O53_1210	4	6	3	8	0	1	0	0	1	7	6	7	9	6	8	10	7	0
O53_4966	0	0	0	0	1	0	0	0	0	0	0	0	7	2	0	1	0	0
O53_716_tRNA-Lys	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
O53_296	19	17	14	12	8	4	11	9	11	20	13	17	25	22	23	24	20	6
O53_2890	4	4	4	4	3	4	2	0	2	5	3	4	11	8	8	6	5	0
O53_1692	15	13	9	12	11	8	7	8	8	12	11	10	14	13	12	12	12	8
O53_3389	30	27	30	15	11	4	3	2	0	20	23	21	37	28	37	36	43	4
O53_3573_crtX	47	59	56	55	53	50	51	45	29	58	58	62	70	66	68	79	70	42
O53_667	21	21	24	26	10	2	9	5	4	26	23	26	31	31	29	26	32	6
O53_430	0	0	0	5	0	0	0	0	0	3	3	3	3	3	3	5	3	0
O53_2046_ndhE	5	4	5	5	2	4	2	2	2	2	2	4	8	6	5	7	5	2
O53_733_msrA	21	21	22	21	12	15	11	11	11	19	18	20	22	21	22	23	24	12
O53_4361	63	68	71	67	27	19	26	19	19	62	66	68	83	80	78	87	73	22
O53_2794_tatD	26	24	24	31	1	0	4	0	0	24	24	23	34	26	32	24	35	0
O53_4836_gnd	42	44	47	55	38	36	36	34	2	51	47	49	49	52	49	43	56	35
O53_675	20	20	20	20	2	0	1	0	0	19	15	23	29	26	26	23	21	1
O53_3827_serS	31	33	34	42	31	23	25	19	12	35	35	37	44	41	41	46	36	21
O53_5009	1	2	1	2	2	4	1	1	2	1	1	2	0	0	0	4	1	2
O53_222_ilvE	25	29	31	27	28	27	26	26	27	27	25	28	31	29	33	32	31	28
O53_2184	13	13	13	9	3	0	1	0	0	10	11	13	18	11	14	11	12	0
O53_1114_tRNA-Ala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3674	10	16	16	10	15	10	15	9	3	16	13	16	18	16	16	16	16	13
O53_3642_rnz	27	27	30	29	5	3	5	1	0	25	25	29	46	39	38	39	29	1
O53_1779	10	6	4	1	0	0	1	0	0	1	1	2	9	9	3	9	0	0
O53_4507	6	4	4	2	3	3	3	2	2	4	4	3	30	5	4	22	3	3
O53_1936	16	8	8	1	0	2	0	0	0	5	4	7	14	11	10	15	9	0
O53_1561	15	15	11	4	1	1	1	2	0	14	5	10	19	12	12	22	16	1
O53_5124	46	51	49	43	10	10	16	6	13	44	36	47	56	50	54	52	47	9
O53_4128_sbpA-2	38	46	52	50	30	33	30	31	30	49	47	48	49	49	50	55	51	28
O53_1891_hypB-2	23	25	23	17	4	4	5	4	5	18	19	18	23	21	19	24	19	4
O53_192_fbpC-1	24	34	32	38	33	32	27	25	22	28	29	30	30	32	32	38	35	28
O53_1140_23SribosomalRNA	9	10	104	15	7	7	5	7	10	27	186	57	130	171	13	18	12	5
O53_3053_guaB	35	38	38	38	20	14	22	16	15	32	34	31	44	40	43	39	43	17
O53_2383	10	10	12	8	10	9	9	7	0	8	12	7	12	9	13	14	20	10
O53_2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
O53_3438	28	18	14	20	20	17	24	16	18	24	20	23	24	19	27	9	9	21
O53_2721	23	24	24	19	8	3	3	2	3	24	23	27	35	29	34	25	23	2
O53_4869	9	9	9	9	9	9	9	9	5	9	9	9	27	16	22	27	31	9
O53_451	19	19	23	25	12	11	13	10	2	16	20	22	33	31	31	27	22	10
O53_4285	36	42	40	40	40	21	17	17	0	38	30	36	48	47	45	42	52	25
O53_4014	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
O53_4026	6	5	3	6	3	3	3	3	0	3	3	3	5	6	6	6	6	3
O53_4985	42	45	43	39	23	9	15	10	8	33	29	41	52	44	46	47	34	8
O53_3145	1	1	2	2	1	1	1	2	2	1	8	2	4	1	3	1	2	1
O53_858_pgl	14	11	12	9	5	1	2	0	0	14	16	20	27	23	24	16	14	1
O53_3531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4275	36	46	42	50	43	37	45	45	42	48	45	45	33	40	42	43	45	44
O53_3197	14	13	14	11	13	12	11	10	8	11	12	14	14	12	13	14	14	12
O53_886_tubC	502	230	397	268	585	393	481	232	49	520	455	494	685	621	617	545	559	432
O53_4710	24	26	26	21	13	14	13	13	9	16	18	20	26	22	24	32	27	13
O53_2481	14	20	19	17	18	12	11	11	8	19	18	20	20	19	22	21	19	13
O53_1589_mdnE	64	65	65	50	15	8	9	7	1	47	36	47	85	68	69	83	82	10
O53_4513	10	24	9	26	9	9	10	9	11	30	26	34	44	33	47	32	35	10
O53_3672_dppC	20	28	28	27	24	21	17	11	11	31	33	34	39	30	39	28	34	14
O53_426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3357	4	2	1	5	5	5	0	0	0	4	6	4	8	5	7	5	4	0
O53_4508	15	17	17	15	13	4	6	4	1	22	20	22	27	26	25	24	20	4
O53_1876_cndG	25	29	31	31	24	9	33	7	0	36	29	31	35	36	38	38	33	12
O53_3991	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	3	0
O53_1751	45	37	39	23	10	8	7	5	6	33	28	38	63	44	51	56	42	9
O53_338	11	15	12	13	14	12	12	12	0	12	18	12	15	18	13	11	13	11
O53_1336_def	7	8	8	17	13	13	4	7	0	6	12	13	18	13	13	8	11	10
O53_1578_pfkB	25	29	30	21	22	20	24	21	15	22	21	23	22	23	22	29	27	24
O53_3086_hsdS	4	4	4	4	3	4	4	3	3	4	3	3	5	4	3	1	3	3
O53_3445_tnp	0	1	1	0	1	0	1	1	0	1	1	1	2	1	1	2	0	0
O53_2658_gmk	17	13	18	15	3	3	3	1	0	17	16	20	27	19	24	22	29	3
O53_5342	7	2	2	6	2	2	2	2	2	2	2	2	5	2	2	9	7	2
O53_3195	0	0	0	0	0	0	0	0	0	1	0	0	8	3	0	0	0	2
O53_4856	17	17	19	18	9	5	9	10	12	15	13	15	24	17	20	27	16	11
O53_4153	15	10	0	0	0	0	0	0	0	14	7	9	18	18	16	16	12	0
O53_2393	14	8	6	3	4	4	5	5	6	7	4	7	8	10	9	14	7	3
O53_5394	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
O53_1085	1	1	1	1	1	0	1	0	0	1	1	2	2	2	1	1	1	0
O53_4588_rluD-2	40	42	42	35	26	18	23	16	13	40	36	33	47	38	44	47	37	18
O53_353_pheS	28	36	37	25	25	24	24	22	23	24	26	25	27	30	22	28	29	25
O53_4918_menF	41	37	45	44	16	6	5	2	3	40	41	45	63	51	49	45	49	3
O53_4609_rpiA	22	25	21	25	12	7	8	5	4	28	23	27	35	31	33	33	30	6
O53_3114	147	162	160	157	113	106	109	103	89	145	125	150	175	162	167	174	152	104
O53_1383_cysQ	29	28	30	27	16	5	9	3	6	27	31	29	37	28	35	40	27	8
O53_1893	36	38	39	25	16	12	15	11	7	36	40	36	50	41	48	45	43	14
O53_5273	1	2	2	2	1	2	1	0	0	2	3	4	9	3	6	5	6	1
O53_1005	2	1	1	0	0	0	0	0	0	3	3	3	4	3	3	3	3	0
O53_803	2	2	1	1	0	0	0	0	0	2	1	1	2	1	2	4	1	0
O53_1750_rsmI	36	33	34	41	17	16	18	17	15	41	32	39	46	41	42	52	50	18
O53_3242	19	19	19	17	7	3	6	2	6	13	13	18	28	21	23	25	19	6
O53_78	27	33	34	27	23	17	23	19	12	28	24	25	34	34	33	36	31	21
O53_1149	14	16	16	18	15	15	9	9	8	15	15	16	15	15	14	15	14	16
O53_1850	41	40	47	37	37	37	34	36	42	44	33	35	34	38	44	3	41	39
O53_4015_cysA	49	48	47	43	25	13	18	15	14	44	44	44	61	52	55	55	53	12
O53_5369	29	34	31	31	25	25	25	18	9	33	34	31	35	34	36	26	36	20
O53_2050	24	26	27	22	18	20	18	16	6	24	22	22	26	25	26	25	23	17
O53_3433_gca	42	38	41	33	33	24	20	21	2	38	38	42	51	44	45	47	46	19
O53_4785	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	2	2	0
O53_2901	40	40	40	37	5	4	3	3	5	33	33	33	47	36	46	42	37	4
O53_2997	20	21	24	8	6	4	5	4	0	14	13	17	23	24	24	23	26	5
O53_4814	75	83	82	90	41	41	33	25	29	85	87	94	116	93	107	97	94	33
O53_1182_tRNA-His	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
O53_1755_lpxB	44	51	56	46	40	36	36	24	27	44	44	43	62	56	60	57	47	33
O53_2272	0	2	0	2	2	1	2	1	0	2	2	1	1	0	2	0	1	2
O53_3646	1	1	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0
O53_1668	2	2	2	2	2	2	2	2	1	2	2	1	2	3	1	1	2	2
O53_5134_thiL	33	35	34	29	14	12	19	10	8	30	27	31	32	32	29	42	33	9
